Session ID,u1770058516814
Completed At,2026-02-02 19:11:02.318Z
Created At,2026-02-02 18:55:16.814Z

User Data
prolificId,58cc6e1293dac30001d4abc6
age,55
gender,male
feedback,"Hi!
I think actually observing, then playing, made it easier to get the gist of the game as the instructions were a tad confusing initially."
timestamp,1770059573777

Comprehension Check
Passed,TRUE

Level: comprehension_check
2026-02-02 19:06:08.258Z,GAME_ACTION,down,0.0,3.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:08.670Z,GAME_ACTION,down,0.0,4.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:09.240Z,GAME_ACTION,down,0.0,5.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:09.240Z,INTERACTION,,0.0,5.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,wizard_interaction,blueAmulet
2026-02-02 19:06:10.778Z,GAME_ACTION,up,0.0,5.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:11.303Z,GAME_ACTION,up,0.0,4.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:12.736Z,GAME_ACTION,right,0.0,3.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:13.215Z,GAME_ACTION,right,1.0,3.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:14.130Z,GAME_ACTION,down,2.0,3.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:14.558Z,GAME_ACTION,down,2.0,4.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:14.970Z,GAME_ACTION,down,2.0,5.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:15.443Z,GAME_ACTION,down,2.0,6.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:15.975Z,GAME_ACTION,down,2.0,7.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:16.636Z,GAME_ACTION,right,2.0,8.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:17.095Z,GAME_ACTION,right,3.0,8.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:17.575Z,GAME_ACTION,right,4.0,8.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:18.384Z,GAME_ACTION,down,5.0,8.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:18.848Z,GAME_ACTION,down,5.0,9.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:19.425Z,GAME_ACTION,down,5.0,10.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:19.425Z,INTERACTION,,5.0,10.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,treasure_interaction,B
2026-02-02 19:06:19.425Z,LEVEL_COMPLETE,,5.0,10.0,,0.0,4.0,4.0,3.0,,experienced2,,experienced2,,,
2026-02-02 19:06:22.427Z,LEVEL_COMPLETE,,5.0,10.0,,0.0,4.0,4.0,3.0,19.0,experienced2,,experienced2,,,

Level: sm371_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-02-02 19:09:40.927Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:09:40.927Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:10:10.602Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,0.0,9.0,,,,experienced1,,,
2026-02-02 19:10:11.224Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,0.0,8.0,,,,experienced1,,,
2026-02-02 19:10:11.802Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,0.0,7.0,,,,experienced1,,,
2026-02-02 19:10:12.419Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,1.0,7.0,,,,experienced1,,,
2026-02-02 19:10:12.988Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,2.0,7.0,,,,experienced1,,,
2026-02-02 19:10:13.580Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,3.0,7.0,,,,experienced1,,,
2026-02-02 19:10:14.202Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,3.0,6.0,,,,experienced1,,,
2026-02-02 19:10:14.750Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,3.0,5.0,,,,experienced1,,,
2026-02-02 19:10:15.268Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,3.0,4.0,,,,experienced1,,,
2026-02-02 19:10:15.777Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,3.0,3.0,,,,experienced1,,,
2026-02-02 19:10:16.295Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,2.0,3.0,,,,experienced1,,,
2026-02-02 19:10:16.857Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,1.0,3.0,,,,experienced1,,,
2026-02-02 19:10:17.427Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,0.0,3.0,,,,experienced1,,,
2026-02-02 19:10:17.938Z,AGENT_OBSERVE,,0.0,3.0,2.0,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:19.303Z,GAME_ACTION,down,0.0,3.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:19.850Z,GAME_ACTION,down,0.0,4.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:19.851Z,INTERACTION,,0.0,4.0,,,,0.0,4.0,,,,experienced1,,wizard_interaction,blueAmulet
2026-02-02 19:10:21.020Z,GAME_ACTION,up,0.0,4.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:21.366Z,GAME_ACTION,up,0.0,3.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:22.865Z,GAME_ACTION,down,0.0,2.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:23.914Z,GAME_ACTION,right,0.0,3.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:24.335Z,GAME_ACTION,right,1.0,3.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:24.763Z,GAME_ACTION,right,2.0,3.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:25.145Z,GAME_ACTION,right,3.0,3.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:25.560Z,GAME_ACTION,right,4.0,3.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:25.940Z,GAME_ACTION,right,5.0,3.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:26.315Z,GAME_ACTION,right,6.0,3.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:26.660Z,GAME_ACTION,right,7.0,3.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:27.073Z,GAME_ACTION,right,8.0,3.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:28.362Z,GAME_ACTION,up,9.0,3.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:28.716Z,GAME_ACTION,up,9.0,2.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:29.315Z,GAME_ACTION,up,9.0,1.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:29.315Z,INTERACTION,,9.0,1.0,,,,0.0,4.0,,,,experienced1,,treasure_interaction,A
2026-02-02 19:10:29.315Z,LEVEL_COMPLETE,,9.0,1.0,,,,0.0,4.0,,,,experienced1,,,
2026-02-02 19:10:32.317Z,LEVEL_COMPLETE,,9.0,1.0,,,,0.0,4.0,2.0,,,experienced1,,,

Level: sm411_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-02-02 19:08:41.830Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:08:41.832Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:09:02.103Z,AGENT_OBSERVE,,6.0,6.0,2.0,,,2.0,6.0,,,,experienced1,,,
2026-02-02 19:09:04.481Z,AGENT_OBSERVE,,6.0,6.0,3.0,0.0,2.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:05.441Z,AGENT_OBSERVE,,6.0,6.0,3.0,0.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:05.936Z,AGENT_OBSERVE,,6.0,6.0,3.0,1.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:06.438Z,AGENT_OBSERVE,,6.0,6.0,3.0,2.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:06.918Z,AGENT_OBSERVE,,6.0,6.0,3.0,2.0,2.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:07.616Z,AGENT_OBSERVE,,6.0,6.0,3.0,2.0,2.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:08.276Z,AGENT_OBSERVE,,6.0,6.0,3.0,2.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:08.839Z,AGENT_OBSERVE,,6.0,6.0,3.0,3.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:09.333Z,AGENT_OBSERVE,,6.0,6.0,3.0,4.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:10.301Z,AGENT_OBSERVE,,6.0,6.0,3.0,4.0,2.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:10.819Z,AGENT_OBSERVE,,6.0,6.0,3.0,4.0,2.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:11.553Z,AGENT_OBSERVE,,6.0,6.0,3.0,4.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:12.048Z,AGENT_OBSERVE,,6.0,6.0,3.0,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:14.292Z,GAME_ACTION,down,6.0,6.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:14.711Z,GAME_ACTION,down,6.0,7.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:15.266Z,GAME_ACTION,down,6.0,8.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:16.378Z,GAME_ACTION,left,6.0,9.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:16.813Z,GAME_ACTION,left,5.0,9.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:17.201Z,GAME_ACTION,left,4.0,9.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:17.561Z,GAME_ACTION,left,3.0,9.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:19.166Z,GAME_ACTION,up,2.0,9.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:19.518Z,GAME_ACTION,up,2.0,8.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:19.947Z,GAME_ACTION,up,2.0,7.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:20.298Z,GAME_ACTION,up,2.0,6.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:20.688Z,GAME_ACTION,up,2.0,5.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:21.184Z,GAME_ACTION,up,2.0,4.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:22.076Z,GAME_ACTION,right,2.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:22.436Z,GAME_ACTION,right,3.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:22.788Z,GAME_ACTION,right,4.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:23.141Z,GAME_ACTION,right,5.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:23.471Z,GAME_ACTION,right,6.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:23.786Z,GAME_ACTION,right,7.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:24.123Z,GAME_ACTION,right,8.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:24.544Z,GAME_ACTION,right,9.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:25.354Z,GAME_ACTION,up,10.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:25.803Z,GAME_ACTION,up,10.0,2.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:25.803Z,INTERACTION,,10.0,2.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,wizard_interaction,blueAmulet
2026-02-02 19:09:26.899Z,GAME_ACTION,right,10.0,2.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:27.686Z,GAME_ACTION,down,10.0,2.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:28.190Z,GAME_ACTION,down,10.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:29.058Z,GAME_ACTION,left,10.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:29.433Z,GAME_ACTION,left,9.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:29.802Z,GAME_ACTION,left,8.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:30.177Z,GAME_ACTION,left,7.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:30.551Z,GAME_ACTION,left,6.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:30.903Z,GAME_ACTION,left,5.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:31.370Z,GAME_ACTION,left,4.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:31.834Z,GAME_ACTION,left,3.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:32.982Z,GAME_ACTION,down,2.0,3.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:33.366Z,GAME_ACTION,down,2.0,4.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:33.776Z,GAME_ACTION,down,2.0,5.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:34.219Z,GAME_ACTION,down,2.0,6.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:34.669Z,GAME_ACTION,down,2.0,7.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:35.113Z,GAME_ACTION,down,2.0,8.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:36.123Z,GAME_ACTION,left,2.0,9.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:36.522Z,GAME_ACTION,left,1.0,9.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:37.474Z,GAME_ACTION,down,0.0,9.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:37.857Z,GAME_ACTION,down,0.0,10.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:37.857Z,INTERACTION,,0.0,10.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,treasure_interaction,B
2026-02-02 19:09:37.857Z,LEVEL_COMPLETE,,0.0,10.0,,5.0,3.0,2.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:09:40.858Z,LEVEL_COMPLETE,,0.0,10.0,,5.0,3.0,2.0,6.0,12.0,experienced1,,experienced1,,,

Level: sm432_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-02-02 19:03:04.626Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:03:04.631Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:03:25.812Z,AGENT_OBSERVE,,10.0,5.0,3.0,0.0,2.0,,,,experienced1,,,,,
2026-02-02 19:03:26.990Z,AGENT_OBSERVE,,10.0,5.0,3.0,0.0,2.0,,,,experienced1,,,,,
2026-02-02 19:03:27.936Z,AGENT_OBSERVE,,10.0,5.0,3.0,0.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:28.542Z,AGENT_OBSERVE,,10.0,5.0,3.0,1.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:29.494Z,AGENT_OBSERVE,,10.0,5.0,3.0,2.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:29.997Z,AGENT_OBSERVE,,10.0,5.0,3.0,2.0,2.0,,,,experienced1,,,,,
2026-02-02 19:03:30.733Z,AGENT_OBSERVE,,10.0,5.0,3.0,2.0,2.0,,,,experienced1,,,,,
2026-02-02 19:03:31.542Z,AGENT_OBSERVE,,10.0,5.0,3.0,2.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:32.082Z,AGENT_OBSERVE,,10.0,5.0,3.0,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:34.513Z,GAME_ACTION,left,10.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:35.000Z,GAME_ACTION,left,9.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:35.427Z,GAME_ACTION,left,8.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:35.817Z,GAME_ACTION,left,7.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:36.207Z,GAME_ACTION,left,6.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:36.591Z,GAME_ACTION,left,5.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:36.967Z,GAME_ACTION,left,4.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:37.407Z,GAME_ACTION,left,3.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:37.775Z,GAME_ACTION,left,2.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:38.264Z,GAME_ACTION,left,1.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:39.118Z,GAME_ACTION,up,0.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:39.545Z,GAME_ACTION,up,0.0,4.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:40.813Z,GAME_ACTION,right,0.0,3.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:41.187Z,GAME_ACTION,right,1.0,3.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:41.594Z,GAME_ACTION,right,2.0,3.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:42.020Z,GAME_ACTION,right,3.0,3.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:42.898Z,GAME_ACTION,up,4.0,3.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:43.386Z,GAME_ACTION,up,4.0,2.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:43.386Z,INTERACTION,,4.0,2.0,,3.0,3.0,,,,experienced1,,,,wizard_interaction,blueAmulet
2026-02-02 19:03:44.840Z,GAME_ACTION,down,4.0,2.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:45.734Z,GAME_ACTION,left,4.0,3.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:46.175Z,GAME_ACTION,left,3.0,3.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:46.655Z,GAME_ACTION,left,2.0,3.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:47.188Z,GAME_ACTION,left,1.0,3.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:47.997Z,GAME_ACTION,down,0.0,3.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:48.486Z,GAME_ACTION,down,0.0,4.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:49.333Z,GAME_ACTION,right,0.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:49.791Z,GAME_ACTION,right,1.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:50.225Z,GAME_ACTION,right,2.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:50.998Z,GAME_ACTION,down,3.0,5.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:51.509Z,GAME_ACTION,down,3.0,6.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:51.982Z,GAME_ACTION,down,3.0,7.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:52.447Z,GAME_ACTION,down,3.0,8.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:53.630Z,GAME_ACTION,left,3.0,9.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:54.081Z,GAME_ACTION,left,2.0,9.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:54.630Z,GAME_ACTION,left,1.0,9.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:55.581Z,GAME_ACTION,down,0.0,9.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:56.040Z,GAME_ACTION,down,0.0,10.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:56.040Z,INTERACTION,,0.0,10.0,,3.0,3.0,,,,experienced1,,,,treasure_interaction,B
2026-02-02 19:03:56.040Z,LEVEL_COMPLETE,,0.0,10.0,,3.0,3.0,,,,experienced1,,,,,
2026-02-02 19:03:59.042Z,LEVEL_COMPLETE,,0.0,10.0,,3.0,3.0,,,17.0,experienced1,,,,,

Level: sm531_2
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-02-02 19:02:03.670Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:02:03.677Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:02:31.405Z,AGENT_OBSERVE,,0.0,11.0,2.0,,,3.0,4.0,,,,experienced2,,,
2026-02-02 19:02:36.349Z,AGENT_OBSERVE,,0.0,11.0,3.0,0.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:37.646Z,AGENT_OBSERVE,,0.0,11.0,3.0,0.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:38.734Z,AGENT_OBSERVE,,0.0,11.0,3.0,0.0,2.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:39.371Z,AGENT_OBSERVE,,0.0,11.0,3.0,1.0,2.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:39.934Z,AGENT_OBSERVE,,0.0,11.0,3.0,2.0,2.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:40.521Z,AGENT_OBSERVE,,0.0,11.0,3.0,3.0,2.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:41.097Z,AGENT_OBSERVE,,0.0,11.0,3.0,4.0,2.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:41.681Z,AGENT_OBSERVE,,0.0,11.0,3.0,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:46.399Z,GAME_ACTION,up,0.0,11.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:46.901Z,GAME_ACTION,up,0.0,10.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:47.406Z,GAME_ACTION,up,0.0,9.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:47.981Z,GAME_ACTION,up,0.0,8.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:49.227Z,GAME_ACTION,right,0.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:49.683Z,GAME_ACTION,right,1.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:50.149Z,GAME_ACTION,right,2.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:50.607Z,GAME_ACTION,right,3.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:51.559Z,GAME_ACTION,up,4.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:51.988Z,GAME_ACTION,up,4.0,6.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:52.461Z,GAME_ACTION,up,4.0,5.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:52.864Z,GAME_ACTION,up,4.0,4.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:53.320Z,GAME_ACTION,up,4.0,3.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:53.848Z,GAME_ACTION,up,4.0,2.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:54.545Z,GAME_ACTION,up,4.0,1.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:54.545Z,INTERACTION,,4.0,1.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,wizard_interaction,blueAmulet
2026-02-02 19:02:56.015Z,GAME_ACTION,down,4.0,1.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:56.479Z,GAME_ACTION,down,4.0,2.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:56.983Z,GAME_ACTION,down,4.0,3.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:57.469Z,GAME_ACTION,down,4.0,4.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
